,title,subtitle,author,publication_date,language,genre,resource_type,creation_date
7167,talk,,"Bell, Darrin",2023,English,"['biography', 'text', 'still image', 'Graphic novels', 'Graphic Novel', 'Personal Narrative', 'graphic novels.', 'Social issue comics', 'Juvenile works', 'Graphic novels', 'Coming-of-age comics', 'Autobiographical comics', 'Graphic novels', 'Social issue comics', 'Coming-of-age comics', 'Autobiographical comics', 'Personal narratives.', 'Comics (Graphic works)', 'Romans graphiques.', 'Récits personnels.', 'Bandes dessinées sociales.', ""Bandes dessinées d'éducation."", 'Bandes dessinées autobiographiques.', 'Bandes dessinées.']",text,2022
7168,Ezra,,"Eskenazi, Tamara Cohn",2023,English,"['dictionary', 'government publication', 'text']",text,2023
7169,Editori e pirati,il commercio librario nell'età dei lumi,"[['Darnton, Robert'], [""D'Onofrio, Svevo""]]",2023,Italian,"['bibliography', 'text']",text,2025
7170,Francesca Woodman,the artist's books,"Woodman, Francesca",2023,English,"['bibliography', 'text', 'still image', ""artists' books (books)"", 'photobooks.', 'Photobooks', ""Artists' books"", ""Artists' books"", 'Photobooks', ""Livres d'artistes."", 'Livres de photographies.']",text,2023
7171,Crisis in Sri Lanka and the World,,"Bandarage, Asoka",2023,English,"['dictionary', 'government publication', 'text']",text,2023
7172,Benita y las criaturas nocturnas,NaN,"[['Llanos, Mariana'], ['Cocoretto'], ['Barefoot Books, Inc']]",2023,Spanish; Castilian,"['text', 'still image', 'picture books.', 'Fiction', 'Humorous fiction', 'Juvenile works', 'Monster fiction', 'Picture books', 'Humorous fiction', 'Monster fiction', 'Picture books', ""Livres d'images.""]",text,2023
7173,"Susan Allix, a catalogue fine press artists books 1973-2023","celebrating 50 years of book-making by Susan Allix; letterpress, prints, bindings and drawings : a catalogue of 86 bespoke books and an additional 51 bindings","[['Allix, Susan'], ['Allix, Susan'], ['Jenkins, Jeremy'], ['Burnett, Emily Naylor'], ['Blossom, Ben'], ['Susan Allix Fine Press Artists Books'], ['Pureprint']]",2023,English,"['bibliography', 'text', 'Catalogs', 'Frontispieces.', 'Photographs.', 'Portraits.', 'Catalogs.']",text,2024
7174,Museum of mistakes,,"[['Wertz, Julia'], ['Uncivilized Books']]",2023,English,"['text', 'still image', 'Autobiographical comics', 'Comics (Graphic works)', 'Graphic novels', 'Humorous comics', 'Graphic novels', 'Comics (Graphic works)', 'Humorous comics', 'Autobiographical comics', 'Bandes dessinées.', 'Bandes dessinées humoristiques.', 'Bandes dessinées autobiographiques.']",text,2021
7175,"Sidonius - Letters Book 5, Part 1",,"Marolla, Giulia",2023,English,"['dictionary', 'government publication', 'text']",text,2023
7176,Worm,a Cuban American odyssey,"Rodriguez, Edel",2023,English,"['biography', 'text', 'still image', 'Historical comics', 'Autobiographical comics', 'Comics (Graphic works)', 'Graphic novels', 'History', 'Graphic novels', 'Historical comics', 'Autobiographical comics', 'Nonfiction comics', 'Bandes dessinées historiques.', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées autobiographiques.']",text,2023
7177,Margaret Mitchell's Gone with the wind,,"[['Brown, Ellen Firsching'], ['Wiley, John']]",2023,English,"['bibliography', 'text', 'Film adaptations', 'History']",text,2022
7178,Tisa,new-generation African poets : a chapbook box set,"[['Dawes, Kwame Senu Neville'], ['Abani, Chris'], ['African Poetry Book Fund'], ['Akashic Books']]",2023,English,"['text', 'poetry.', 'Poetry', 'Poetry', 'Poésie.', 'Poesías']",text,2022
7179,Keith Haring,art is for everybody,"[['Haring, Keith'], ['Loyer, Sarah'], ['Condo, George'], ['Gruen, Julia'], ['Jones, Bill T.'], ['Magnuson, Ann'], ['Shafrazi, Tony'], ['Drew, Kimberly'], ['Finkelpearl, Tom'], ['Astor, Patti'], ['Oswald, Kermit'], ['Scharf, Kenny'], ['Heyler, Joanne'], ['Shiffman, Tracey'], ['Ihira, James'], ['Imperial, Ricardo'], ['Broad (Art museum : Los Angeles, Calif.)'], ['Art Gallery of Ontario'], ['Walker Art Center'], ['DelMonico Books']]",2023,English,"['bibliography', 'biography', 'text', 'still image', 'exhibition catalogs.', 'Exhibition catalogs', ""Catalogues d'exposition.""]",text,2023
7180,Sod ha-gan ha-neʻelam me-Reḥov 81 =,The secret garden on 81st Street,"[['Weir, Ivy Noelle'], ['Padilla, Amber'], ['Schwarzwald, Shlomi.'], ['וייר, אייבי נואל.'], ['פדילה, אמבר.'], ['שורצולד, שלומי.']]",2023,Hebrew,"['text', 'still image', 'Comics (Graphic works)', 'Graphic novels', 'Comics (Graphic works)', 'Adaptations', 'Graphic novel adaptations', 'Comics adaptations', 'Bandes dessinées.', 'Adaptations.', 'Adaptations en romans graphiques.', 'Adaptations en bandes dessinées.']",text,2022
7181,Glossolalia ,,"[['Hacla, Marlon,'], ['Muslim, Kristine Ong,'], ['Mendoza, Amado Anthony G.,'], ['Ugly Duckling Presse'], ['Sheridan Saline (Firm)']]",2023,English,"['text', 'Poetry and poems.', 'poetry.', 'Translations', 'Poetry', 'Poésie.']",text,2023
7182,Homeland,my father dreams of Palestine,"[['Moushabeck, Hannah'], ['Madooh, Reem'], ['Chronicle Books (Firm)']]",2023,English,"['biography', 'text', 'still image', 'Picture books for children.', 'picture books.', 'Juvenile works', 'Biographies.', 'Picture books', ""Livres d'images."", 'Biographies.', 'Dust jackets (Bindings)-2023.']",text,2022
7183,Tactical publishing,"using senses, software, and archives in the twenty-first century","[['Ludovico, Alessandro'], ['Montfort, Nick']]",2023,English,"['bibliography', 'text', 'still image']",text,2023
7184,Izdanii︠a︡ firmy Frobenov (1491-1587 gg.) v fondakh Biblioteki Rossiĭskoĭ Akademii nauk i akademicheskikh sobranii︠a︡kh Sankt-Peterburga,katalog,"[['Galʹt︠s︡in, D. D. (Dmitriĭ Dmitrievich)'], ['Rossiĭskai︠a︡ akademii︠a︡ nauk'], ['Гальцин, Д. Д. (Дмитрий Дмитриевич)'], ['Российская академия наук']]",2023,Russian,"['bibliography', 'text']",text,2023
7185,Pardalita,NaN,"[['Estrela, Joana'], ['Miller-Lachmann, Lyn'], ['Levine Querido']]",2023,English,"['novel', 'text', 'still image', 'Young adult fiction.', 'prose poems.', 'Bildungsromans', 'Comics (Graphic works)', 'Fiction', 'Graphic novels', 'Illustrated works', 'Juvenile works', 'Lesbian comics', 'Prose poems', 'Queer comics', 'Young adult works', 'Lesbian youth literature.', 'Graphic novels', 'Bildungsromans', 'Lesbian comics', 'Queer comics', 'Illustrated works', 'Prose poems', 'Bandes dessinées lesbiennes.', 'Bandes dessinées queers.', 'Ouvrages illustrés.', 'Poèmes en prose.', 'Dust jackets (Bindings)-2023.']",text,2023
7186,Craft & conceptual art,reshaping the legacy of artists' books,"Liberty, Megan N.",2023,English,"['bibliography', 'text', 'still image', 'Exhibition catalogs', 'History']",text,2023
7187,Big fiction,how conglomeration changed the publishing industry and American literature,"Sinykin, Dan",2023,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'History', 'Informational works', ""Documents d'information.""]",text,2023
7188,Early Modernity and Mobility,,"Aslanian, Sebouh David",2023,English,"['dictionary', 'government publication', 'text']",text,2023
7189,Evreĭskie inkunabuly,NaN,"[['I︠A︡kerson, S. M. (Semen Mordukhovich)'], ['Institut vostochnykh rukopiseĭ (Rossiĭskai︠a︡ akademii︠a︡ nauk)']]",2023,Russian,"['bibliography', 'text', 'still image']",text,2023
7190,Are books still 'different'? ,,"[['Koegler, Caroline,'], ['Norrick-Rühl, Corinna,']]",2023,English,"['bibliography', 'text']",text,2023
7191,cliff,NaN,"[['Debaye, Manon'], ['Kane, Montana'], ['Drawn & Quarterly (Firm)']]",2023,English,"['novel', 'text', 'still image', 'Graphic novels', 'Graphic novels', 'Comics (Graphic works)', 'LGBTQ+ comics.', 'LGBTQ+ fiction.', 'Queer comics.', 'Social issue comics.', 'Queer comics.', 'Graphic novels', 'Comics (Graphic works)', 'Bandes dessinées sociales.', 'Bandes dessinées queers.', 'Bandes dessinées.']",text,2023
7192,Scaffolding,NaN,"[['Treacy, Tricia'], ['Bodman, Sarah'], ['Otero, Camilo'], ['Artist Publishing Collection'], ['Center for Book Arts (New York, N.Y.)']]",2023,English,"['text', 'still image', 'Letterpress printing.', 'Hand sewing.', ""artists' books (books)"", 'fanzines.', 'Specimens', 'Risographs', 'Exhibition catalogs', ""Artists' books"", 'Risographs', ""Artists' books"", 'Zines', 'Risographies.', ""Livres d'artistes."", 'Zines.']",text,2023
7193,Rediscovering Enoch?,,"[['Hessayon, Ariel'], ['Reed, Annette Yoshiko'], ['Boccaccini, Gabriele']]",2023,English,"['bibliography', 'text', 'Criticism, interpretation, etc.']",text,2022
7194,Ink blood sister scribe,,"Törzs, Emma",2023,English,"['novel', 'text', 'Fantasy fiction', 'FICTION / Magical Realism.', 'Fantasy fiction', 'Fiction', 'Novels', 'Fantasy fiction', 'Fantasy fiction', 'Novels', 'Romans.']",text,2023
7195,Emblemata hic sunt dracones,NaN,"[['Kuch, Michael'], ['Kuch, Michael'], ['Taub, Jennifer'], ['Double Elephant Press'], ['Twinrocker Handmade Paper'], ['Cave Paper (Firm)']]",2023,English,"['text', 'still image', 'engravings (prints)', 'etchings (prints)', 'split boards.', 'Coptic bindings.', 'emblem books.', 'Emblem books.', 'Etchings', 'Engravings', ""Artists' books."", ""Artists' books."", 'Emblem books.', 'Poems.', 'Gravures.', 'Eaux-fortes (Gravures)', 'Livres à figures.']",text,2024
7196,Junian Latinity in the Roman Empire Volume 1,,"[['López Barja, Pedro'], ['Corcoran, Simon'], ['Masi Doria, Carla'], ['Masi Doria, Carla'], ['López Barja, Pedro'], ['Roth, Ulrike']]",2023,English,"['dictionary', 'government publication', 'text']",text,2023
7197,On Food,,"[['Schildberger, David'], ['Bühlmann, Vera'], ['Hovestadt, Ludger']]",2023,English,"['dictionary', 'government publication', 'text']",text,2023
7198,Masivas e ilustradas,portadas de libros de bolsillo en el Cono Sur (1956-1973),"Bascuñán Correa, Patricio",2023,Spanish; Castilian,"['bibliography', 'still image', 'text']",text,2024
7199,Mexikid,,"[['Martin, Pedro'], ['Dial Books for Young Readers']]",2023,English,"['biography', 'text', 'still image', 'Autobiographical comics', 'Graphic novels', 'Comics (Graphic works)', 'Juvenile works.', 'Newbery Medal and Honor Books.', 'autobiographies (literary genre)', 'Autobiographical comics', 'Biographies', 'Comics (Graphic works)', 'Graphic novels', 'Juvenile works', 'Graphic novels.', 'Autobiographical comics', 'Road trip comics', 'Graphic novels', 'Nonfiction comics', 'Comics (Graphic works)', 'Autobiographies', 'Biographies', 'Dust jackets (Bindings)-2023.', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées.', 'Bandes dessinées autobiographiques.', 'Autobiographies.', 'Biographies.']",text,2023
7200,miracle seed,,"Lemelman, Martin",2023,English,"['biography', 'text', 'still image', 'Nonfiction comics', 'Comics (Graphic works)', 'History', 'Juvenile works', 'Graphic novels', 'Nonfiction comics', 'Educational comics', 'Historical comics', 'Biographical comics', 'Comics (Graphic works)', 'Graphic novels', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées éducatives.', 'Bandes dessinées historiques.', 'Bandes dessinées biographiques.', 'Bandes dessinées.']",text,2022
7201,40 men and 12 rifles ,Indochina 1954 ,"[['Truong, Marcelino'], ['Homel, David']]",2023,English,"['text', 'still image', 'graphic novels.', 'Comics (Graphic works)', 'Graphic novels', 'War comics', 'Graphic novels', 'War comics', 'Historical fiction', 'Historical comics', 'Romans graphiques.', 'Bandes dessinées de guerre.']",text,2023
7202,Eighteenth-century engravings and visual history in Britain,,"Baudino, Isabelle",2023,English,"['bibliography', 'text', 'History']",text,2022
7203,Uri ch'aek kwa Han'guk hyŏndaesa iyagi,ch'aek ŭn ŏttŏk'e chigŭm ŭi uri rŭl mandŭrŏnna,"[['Pu, Kil-man'], ['부 길만']]",2023,Korean,"['bibliography', 'text', 'History']",text,2024
7204,"Heaven, Hell and Paradise Lost",,"[['Simon, Ed'], ['ProQuest (Firm)']]",2023,English,text,text,2023
7205,Spoils of knowledge,seventeenth-century plunder in Swedish archives and libraries,"Molin, Emma Hagström",2023,English,"['bibliography', 'biography', 'text', 'still image', 'History']",text,2022
7206,RE:Making,"a documentation of work by Angela Lorenz : being a treatise on historical observation, collections, transformation, and material applications in her oeuvre from 1982 to 2022","[['Lorenz, Angela'], ['Champa, Judith Tolnick'], ['Rossman, Jae Jennifer'], ['Jenny-Press']]",2023,English,"['bibliography', 'text', ""artists' books (books)"", ""Artists' books"", 'Criticism, interpretation, etc.', ""Artists' books"", ""Livres d'artistes."", 'Limitation statements.']",text,2023
7207,FIDIC red book contract,,"Seppälä, Christopher R.",2023,English,"['text', 'Law commentaries', 'Commentaires juridiques.']",text,2023
7208,"Silence, full stop",,"Shor, Karina",2023,English,"['biography', 'text', 'still image', 'Graphic novels', 'Autobiographical comics', 'Nonfiction comics', 'Graphic novels', 'Autobiographical comics', 'Graphic novels', 'Autobiographical comics', 'Nonfiction comics', 'Graphic medicine (Comics)', 'Bandes dessinées autobiographiques.', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées médicales.']",text,2022
7209,Visions of the crow,,"[['John-Kehewin, Wanda'], ['burton, nicole marie']]",2023,English,"['text', 'still image', 'Young adult fiction.', 'graphic novels.', 'Young adult works', 'Fiction', 'Comics (Graphic works)', 'Graphic novels', 'Graphic novels', 'Comics (Graphic works)', 'Romans graphiques.', 'Bandes dessinées.']",text,2022
7210,Yumemi Shoten no ehondana =,Yumemi Bookstore's picture book shelf,"[['Yumemi, Nemu'], ['夢眠ねむ']]",2023,Japanese,"['review', 'text', 'Book reviews', 'Reviews', 'Book reviews', 'Comptes rendus de livres.']",text,2023
7211,fight against book bans,,"Oltmann, Shannon M.",2023,English,"['bibliography', 'text']",text,2023
7212,Frankfurt Kabuff critical edition,,"[['Driscoll, Beth'], ['Squires, Claire']]",2023,English,"['bibliography', 'novel', 'text', 'novellas.', 'satire (artistic device)', 'Criticism, interpretation, etc.', 'Novellas.', 'Satirical literature', 'Literary criticism', 'Novellas.', 'Critiques littéraires.', 'Satires (Littérature)']",text,2023
7213,Celia Álvarez Muñoz,breaking the binding ; Celia Álvarez Muñoz : enlightenment,"[['Muñoz, Celia Álvarez'], ['Green, Kate (Kate Guttmacher)'], ['Casso, Isabel'], ['Franco, Josh T.'], ['Tejada, Roberto'], ['Museum of Contemporary Art, San Diego']]",2023,English,"['bibliography', 'biography', 'still image', 'text', 'exhibition catalogs.', 'interviews.', 'Interviews', 'Exhibition catalogs', 'Exhibition catalogs', 'Interviews.', 'Dos-à-dos bindings (Binding)', ""Catalogues d'exposition."", 'Interviews.']",text,2023
7214,Triálogo ,,"[['Nigenda, Gerardo,'], ['Trujillo, Jo.,'], ['Vanneuville, Priscila,'], ['Caballero, Ricardo G.,'], ['Galavitz, Rowena,'], ['Ruíz Vitela, Érika,'], ['Third (Publisher),']]",2023,Spanish; Castilian,"['still image', 'text', ""Artists' books-Mexico-21st century."", ""Artists' books-Mexico-2017."", 'photobooks.', 'Pictorial works.', 'Braille books.', 'Photobooks.', 'Limitation statements (Publishing)', 'Livres en braille.', 'Livres de photographies.']",text,2024
7215,Libraries and books in medieval England,,"[['Sharpe, Richard'], ['Willoughby, James M. W.']]",2023,English,"['bibliography', 'text', 'still image', 'cartographic image', 'lectures.', 'History', 'Lectures', 'Conférences.']",text,2023
7216,Aldus Manutius,,"Margolis, Oren J. (Oren Jason)",2023,English,"['bibliography', 'text', 'still image', 'Biographies.', 'Biographies.']",text,2023
7217,Interior landscape =,El paisaje interior,"[['Rosenberg, Mirta'], ['Setton, Yaki'], ['Waisman, Sergio Gabriel'], ['Ugly Duckling Presse'], ['Sheridan Saline (Firm)']]",2023,English,"['text', 'poetry.', 'Poetry', 'Translations', 'Poetry', 'Poésie.']",text,2023
7218,Banot ṭovot holkhot le-Gehinom =,Good girls go to hell,"[['Sherman-Fridman, Tohar'], ['שרמן-פרידמן, טוהר.']]",2023,Hebrew,"['biography', 'text', 'Autobiographical comics', 'Coming-of-age comics', 'Graphic novels', 'Bandes dessinées autobiographiques.', ""Bandes dessinées d'éducation.""]",text,2023
7219,Diaries of war,,"Krug, Nora",2023,English,"['bibliography', 'biography', 'text', 'still image', 'Nonfiction comics', 'Historical comics', 'War comics', 'Biographical comics', 'Nonfiction comics', 'Historical comics', 'War comics', 'Biographical comics', 'Nonfiction comics', 'Graphic novels', 'Bandes dessinées historiques.', 'Bandes dessinées de guerre.', 'Bandes dessinées biographiques.', 'Bandes dessinées autres que de fiction.']",text,2022
7220,Transverse Dreamer,,"Becking, Bob",2023,English,"['dictionary', 'government publication', 'text']",text,2023
7221,JAB anthology,selections from the Journal of artists' books 1994-2020,"[['Drucker, Johanna'], ['Freeman, Brad']]",2023,English,"['bibliography', 'text']",text,2023
7222,Shu shi jing ji cun,NaN,"[['Guliang, Chi'], ['Wang, Tianran'], ['榖梁赤'], ['王天然']]",2023,Chinese,text,text,2024
7223,Nervosa,,"[['Gold, Hayley'], ['Street Noise Books (Firm)']]",2023,English,"['biography', 'text', 'still image', 'Graphic Novel', 'Personal Narrative', 'graphic novels.', 'Autobiographical comics', 'Comics (Graphic works)', 'Graphic novels', 'Nonfiction comics', 'Graphic novels', 'Nonfiction comics', 'Autobiographical comics', 'Personal narratives', 'Comics (Graphic works)', 'Romans graphiques.', 'Récits personnels.', 'Bandes dessinées.', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées autobiographiques.']",text,2023
